,0,0.0
,0,0.0
2235.9599999999996,1,10.0,set([u'user-service']),VM11_50p,set([u'review-storage-service']),VM11_50p,set([u'rating-service']),VM11_50p,set(['cast-info-service']),VM1_50p,set([u'movie-review-service']),VM11_50p,set([u'compose-review-service']),VM11_50p,set([u'text-service']),VM11_50p,set([u'movie-id-service']),VM11_50p,set([u'plot-service']),VM11_50p,set([u'user-review-service']),VM11_50p,set([u'unique-id-service']),VM11_50p
404.2799999999999,2,30.0,"set(['movie-id-service', 'cast-info-service'])",VM1_50p,set(['movie-review-service']),VM1_50p,set(['unique-id-service']),VM2_50p,set(['user-review-service']),VM1_50p,set(['review-storage-service']),VM5_50p,set(['text-service']),VM1_50p,set(['plot-service']),VM1_50p,set(['rating-service']),VM2_50p,set(['user-service']),VM3_50p,set([u'compose-review-service']),VM10_50p
385.9199999999999,3,40.0,"set(['cast-info-service', 'unique-id-service'])",VM2_50p,"set(['movie-id-service', 'compose-review-service'])",VM10_50p,set(['movie-review-service']),VM1_50p,set(['text-service']),VM1_50p,set(['user-service']),VM3_50p,set(['review-storage-service']),VM5_50p,set(['rating-service']),VM2_50p,set(['plot-service']),VM1_50p,set([u'user-review-service']),VM1_50p
385.9199999999999,4,50.0,"set(['movie-id-service', 'cast-info-service'])",VM1_50p,"set(['plot-service', 'compose-review-service'])",VM10_50p,set(['rating-service']),VM2_50p,set(['review-storage-service']),VM5_50p,set(['unique-id-service']),VM2_50p,set(['user-service']),VM3_50p,set(['text-service']),VM1_50p,set(['movie-review-service']),VM1_50p,set([u'user-review-service']),VM1_50p
330.84,5,50.0,"set(['movie-id-service', 'cast-info-service'])",VM1_50p,set(['movie-review-service']),VM1_50p,set(['text-service']),VM1_50p,set(['user-review-service']),VM1_50p,set(['plot-service']),VM1_50p,set(['user-service']),VM3_50p,"set(['review-storage-service', 'compose-review-service'])",VM10_50p,set(['unique-id-service']),VM2_50p,set([u'rating-service']),VM2_50p
312.47999999999996,6,60.0,"set(['cast-info-service', 'unique-id-service'])",VM2_50p,"set(['movie-id-service', 'plot-service'])",VM1_50p,set(['movie-review-service']),VM1_50p,set(['text-service']),VM1_50p,"set(['review-storage-service', 'compose-review-service'])",VM10_50p,set(['user-review-service']),VM1_50p,set(['user-service']),VM3_50p,set([u'rating-service']),VM2_50p
312.47999999999996,7,70.0,"set(['cast-info-service', 'movie-review-service'])",VM1_50p,"set(['movie-id-service', 'plot-service'])",VM1_50p,set(['text-service']),VM1_50p,"set(['review-storage-service', 'compose-review-service'])",VM10_50p,set(['user-service']),VM3_50p,set(['user-review-service']),VM1_50p,set(['unique-id-service']),VM2_50p,set([u'rating-service']),VM2_50p
294.11999999999995,8,80.0,"set(['movie-id-service', 'user-review-service'])",VM1_50p,"set(['text-service', 'movie-review-service'])",VM1_50p,"set(['cast-info-service', 'plot-service'])",VM1_50p,"set(['review-storage-service', 'compose-review-service'])",VM10_50p,set(['unique-id-service']),VM2_50p,set(['user-service']),VM3_50p,set([u'rating-service']),VM2_50p
275.75999999999993,9,100.0,"set(['plot-service', 'user-service'])",VM3_50p,"set(['movie-id-service', 'user-review-service'])",VM1_50p,"set(['cast-info-service', 'movie-review-service'])",VM1_50p,"set(['text-service', 'rating-service'])",VM2_50p,"set(['review-storage-service', 'compose-review-service'])",VM10_50p,set([u'unique-id-service']),VM2_50p
275.4,10,110.0,"set(['plot-service', 'text-service'])",VM1_50p,"set(['movie-id-service', 'user-review-service'])",VM1_50p,"set(['cast-info-service', 'movie-review-service'])",VM1_50p,"set(['unique-id-service', 'rating-service'])",VM3_50p,set(['user-service']),VM3_50p,"set([u'review-storage-service', u'compose-review-service'])",VM10_50p
275.4,11,120.0,"set(['plot-service', 'text-service'])",VM1_50p,"set(['movie-id-service', 'user-review-service'])",VM1_50p,"set(['cast-info-service', 'movie-review-service'])",VM1_50p,"set(['unique-id-service', 'rating-service'])",VM3_50p,set(['user-service']),VM3_50p,"set([u'review-storage-service', u'compose-review-service'])",VM10_50p
275.4,12,130.0,"set(['plot-service', 'text-service'])",VM1_50p,"set(['movie-id-service', 'user-review-service'])",VM1_50p,"set(['cast-info-service', 'movie-review-service'])",VM1_50p,"set(['unique-id-service', 'rating-service'])",VM3_50p,set(['user-service']),VM3_50p,"set([u'review-storage-service', u'compose-review-service'])",VM10_50p
275.4,13,140.0,"set(['plot-service', 'user-service'])",VM3_50p,"set(['movie-id-service', 'user-review-service'])",VM1_50p,"set(['cast-info-service', 'movie-review-service'])",VM1_50p,set(['text-service']),VM1_50p,"set(['unique-id-service', 'rating-service'])",VM3_50p,"set([u'review-storage-service', u'compose-review-service'])",VM10_50p
275.4,14,150.0,"set(['plot-service', 'text-service'])",VM1_50p,set(['user-service']),VM3_50p,"set(['movie-id-service', 'user-review-service'])",VM1_50p,"set(['cast-info-service', 'movie-review-service'])",VM1_50p,"set(['unique-id-service', 'rating-service'])",VM3_50p,"set([u'review-storage-service', u'compose-review-service'])",VM10_50p
275.4,15,150.0,"set(['movie-id-service', 'cast-info-service', 'plot-service'])",VM1_50p,"set(['text-service', 'movie-review-service'])",VM1_50p,set(['user-review-service']),VM1_50p,"set(['unique-id-service', 'rating-service'])",VM3_50p,set(['user-service']),VM3_50p,"set([u'review-storage-service', u'compose-review-service'])",VM10_50p
257.03999999999996,16,160.0,"set(['plot-service', 'user-service'])",VM3_50p,"set(['movie-id-service', 'cast-info-service', 'user-review-service'])",VM1_50p,"set(['text-service', 'movie-review-service'])",VM1_50p,"set(['unique-id-service', 'rating-service'])",VM3_50p,"set([u'review-storage-service', u'compose-review-service'])",VM10_50p
275.4,17,180.0,"set(['cast-info-service', 'plot-service', 'text-service'])",VM1_50p,"set(['movie-id-service', 'user-review-service'])",VM1_50p,set(['movie-review-service']),VM1_50p,"set(['unique-id-service', 'rating-service'])",VM3_50p,set(['user-service']),VM3_50p,"set([u'review-storage-service', u'compose-review-service'])",VM10_50p
275.4,18,180.0,"set(['cast-info-service', 'plot-service', 'text-service'])",VM1_50p,"set(['movie-id-service', 'user-review-service'])",VM1_50p,set(['movie-review-service']),VM1_50p,"set(['unique-id-service', 'rating-service'])",VM3_50p,set(['user-service']),VM3_50p,"set([u'review-storage-service', u'compose-review-service'])",VM10_50p
257.03999999999996,19,190.0,"set(['text-service', 'movie-review-service'])",VM1_50p,"set(['movie-id-service', 'cast-info-service', 'user-review-service'])",VM1_50p,"set(['review-storage-service', 'compose-review-service'])",VM10_50p,"set(['unique-id-service', 'rating-service'])",VM3_50p,"set([u'plot-service', u'user-service'])",VM3_50p
