,0,0.0
379.94399999999996,2,30.0,set(['unique-id-service']),VM1_50p,set(['url-shorten-service']),VM3_50p,set(['post-storage-service']),VM1_50p,"set(['social-graph-service', 'user-service'])",VM2_50p,set(['text-service']),VM1_50p,set(['compose-post-service']),VM9_50p,set(['user-mention-service']),VM3_50p,set(['home-timeline-service']),VM3_50p,set(['user-timeline-service']),VM1_50p,set(['media-service']),VM1_50p,set([u'write-home-timeline-service']),VM1_50p
370.58399999999995,4,60.0,set(['social-graph-service']),VM1_50p,set(['media-service']),VM1_50p,set(['unique-id-service']),VM1_50p,set(['text-service']),VM1_50p,set(['user-timeline-service']),VM1_50p,set(['post-storage-service']),VM1_50p,"set(['home-timeline-service', 'user-service'])",VM3_50p,set(['write-home-timeline-service']),VM1_50p,set(['url-shorten-service']),VM3_50p,set(['user-mention-service']),VM3_50p,set([u'compose-post-service']),VM9_50p
333.8639999999999,6,80.0,"set(['home-timeline-service', 'user-service'])",VM3_50p,"set(['social-graph-service', 'write-home-timeline-service'])",VM1_50p,set(['unique-id-service']),VM1_50p,set(['text-service']),VM1_50p,set(['media-service']),VM1_50p,set(['user-mention-service']),VM3_50p,set(['post-storage-service']),VM1_50p,"set(['user-timeline-service', 'compose-post-service'])",VM9_50p,set([u'url-shorten-service']),VM3_50p
333.8639999999999,8,90.0,set(['media-service']),VM1_50p,"set(['social-graph-service', 'write-home-timeline-service'])",VM1_50p,set(['unique-id-service']),VM1_50p,set(['text-service']),VM1_50p,set(['user-timeline-service']),VM1_50p,"set(['post-storage-service', 'compose-post-service'])",VM9_50p,"set(['home-timeline-service', 'user-service'])",VM3_50p,set(['url-shorten-service']),VM3_50p,set([u'user-mention-service']),VM3_50p
293.76,10,110.0,"set(['user-timeline-service', 'write-home-timeline-service'])",VM1_50p,"set(['social-graph-service', 'media-service'])",VM1_50p,"set(['unique-id-service', 'post-storage-service'])",VM1_50p,"set(['home-timeline-service', 'user-service'])",VM3_50p,set(['text-service']),VM1_50p,"set(['url-shorten-service', 'compose-post-service'])",VM10_50p,set([u'user-mention-service']),VM3_50p
275.4,12,140.0,"set(['social-graph-service', 'media-service'])",VM1_50p,"set(['user-timeline-service', 'text-service'])",VM1_50p,"set(['unique-id-service', 'post-storage-service'])",VM1_50p,"set(['write-home-timeline-service', 'user-mention-service'])",VM3_50p,"set(['home-timeline-service', 'user-service'])",VM3_50p,"set([u'url-shorten-service', u'compose-post-service'])",VM10_50p
266.4,14,170.0,"set(['social-graph-service', 'write-home-timeline-service'])",VM1_50p,"set(['user-timeline-service', 'unique-id-service'])",VM1_50p,"set(['text-service', 'media-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service'])",VM10_50p,"set(['post-storage-service', 'user-service'])",VM2_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
266.4,16,190.0,"set(['text-service', 'write-home-timeline-service'])",VM1_50p,"set(['user-timeline-service', 'unique-id-service'])",VM1_50p,"set(['social-graph-service', 'media-service'])",VM1_50p,"set(['post-storage-service', 'user-service'])",VM2_50p,"set(['url-shorten-service', 'compose-post-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
266.4,18,210.0,"set(['social-graph-service', 'write-home-timeline-service'])",VM1_50p,"set(['user-timeline-service', 'unique-id-service'])",VM1_50p,"set(['post-storage-service', 'user-service'])",VM2_50p,"set(['text-service', 'media-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
266.4,20,230.0,"set(['social-graph-service', 'write-home-timeline-service'])",VM1_50p,"set(['user-timeline-service', 'unique-id-service'])",VM1_50p,"set(['post-storage-service', 'user-service'])",VM2_50p,"set(['text-service', 'media-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
266.4,22,250.0,"set(['social-graph-service', 'write-home-timeline-service'])",VM1_50p,"set(['user-timeline-service', 'unique-id-service'])",VM1_50p,"set(['text-service', 'media-service'])",VM1_50p,"set(['post-storage-service', 'user-service'])",VM2_50p,"set(['url-shorten-service', 'compose-post-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
266.4,24,260.0,set(['user-service']),VM2_50p,"set(['social-graph-service', 'user-timeline-service', 'post-storage-service'])",VM1_50p,"set(['text-service', 'media-service'])",VM1_50p,"set(['unique-id-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
266.4,26,290.0,"set(['social-graph-service', 'text-service', 'post-storage-service'])",VM1_50p,"set(['write-home-timeline-service', 'user-service'])",VM2_50p,"set(['user-timeline-service', 'unique-id-service'])",VM1_50p,set(['media-service']),VM1_50p,"set(['url-shorten-service', 'compose-post-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
266.4,28,300.0,"set(['social-graph-service', 'text-service', 'post-storage-service'])",VM1_50p,"set(['user-timeline-service', 'unique-id-service'])",VM1_50p,"set(['write-home-timeline-service', 'user-service'])",VM2_50p,set(['media-service']),VM1_50p,"set(['url-shorten-service', 'compose-post-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
248.03999999999996,30,320.0,"set(['social-graph-service', 'text-service', 'post-storage-service'])",VM1_50p,"set(['user-timeline-service', 'unique-id-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,"set([u'write-home-timeline-service', u'user-service'])",VM2_50p
248.03999999999996,32,350.0,"set(['user-timeline-service', 'text-service', 'write-home-timeline-service'])",VM1_50p,"set(['social-graph-service', 'unique-id-service', 'post-storage-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,set([u'user-service']),VM2_50p
