exp_id,service_combination,vm_type,service_name,API_name,performance_value(ms)
142,"('payment', 'carts', 'catalogue')",a1.large,carts,merge,23.507
142,"('payment', 'carts', 'catalogue')",a1.large,carts,addToCart,24.166
142,"('payment', 'carts', 'catalogue')",a1.large,carts,delete,12.5253
142,"('payment', 'carts', 'catalogue')",a1.large,catalogue,List,0.0
142,"('payment', 'carts', 'catalogue')",a1.large,catalogue,Get,0.0
235,"('payment', 'carts', 'catalogue')",a1.xlarge,payment,Authorise,0
235,"('payment', 'carts', 'catalogue')",a1.xlarge,carts,get_cart,10.9102
235,"('payment', 'carts', 'catalogue')",a1.xlarge,carts,merge,22.8012
235,"('payment', 'carts', 'catalogue')",a1.xlarge,carts,addToCart,21.1144
235,"('payment', 'carts', 'catalogue')",a1.xlarge,carts,delete,12.39
235,"('payment', 'carts', 'catalogue')",a1.xlarge,catalogue,List,0.0
235,"('payment', 'carts', 'catalogue')",a1.xlarge,catalogue,Get,0.0
297,"('payment', 'carts', 'catalogue')",a1.2xlarge,payment,Authorise,0.0
297,"('payment', 'carts', 'catalogue')",a1.2xlarge,carts,get_cart,10.329
297,"('payment', 'carts', 'catalogue')",a1.2xlarge,carts,merge,23.138
297,"('payment', 'carts', 'catalogue')",a1.2xlarge,carts,addToCart,24.6599
297,"('payment', 'carts', 'catalogue')",a1.2xlarge,carts,delete,11.986
297,"('payment', 'carts', 'catalogue')",a1.2xlarge,catalogue,List,0.0
297,"('payment', 'carts', 'catalogue')",a1.2xlarge,catalogue,Get,0
328,"('payment', 'carts', 'catalogue')",M6.2xlarge,payment,Authorise,0
328,"('payment', 'carts', 'catalogue')",M6.2xlarge,carts,get_cart,5.3575
328,"('payment', 'carts', 'catalogue')",M6.2xlarge,carts,merge,10.8912
328,"('payment', 'carts', 'catalogue')",M6.2xlarge,carts,addToCart,12.6061
328,"('payment', 'carts', 'catalogue')",M6.2xlarge,carts,delete,5.5722
328,"('payment', 'carts', 'catalogue')",M6.2xlarge,catalogue,List,0
328,"('payment', 'carts', 'catalogue')",M6.2xlarge,catalogue,Get,0.0
18,"('payment', 'carts', 'catalogue')",t3.micro,payment,Authorise,0.0
18,"('payment', 'carts', 'catalogue')",t3.micro,carts,get_cart,10.0656
18,"('payment', 'carts', 'catalogue')",t3.micro,carts,merge,20.5995
18,"('payment', 'carts', 'catalogue')",t3.micro,carts,addToCart,21.2552
18,"('payment', 'carts', 'catalogue')",t3.micro,carts,delete,11.3027
18,"('payment', 'carts', 'catalogue')",t3.micro,catalogue,List,0.0
18,"('payment', 'carts', 'catalogue')",t3.micro,catalogue,Get,0.0
49,"('payment', 'carts', 'catalogue')",t3.small,payment,Authorise,0
49,"('payment', 'carts', 'catalogue')",t3.small,carts,get_cart,12.1671
49,"('payment', 'carts', 'catalogue')",t3.small,carts,merge,25.0707
49,"('payment', 'carts', 'catalogue')",t3.small,carts,addToCart,27.1661
49,"('payment', 'carts', 'catalogue')",t3.small,carts,delete,14.0911
49,"('payment', 'carts', 'catalogue')",t3.small,catalogue,List,0.0
49,"('payment', 'carts', 'catalogue')",t3.small,catalogue,Get,0.0
204,"('payment', 'carts', 'catalogue')",t3.large,payment,Authorise,0
204,"('payment', 'carts', 'catalogue')",t3.large,carts,get_cart,10.2737
204,"('payment', 'carts', 'catalogue')",t3.large,carts,merge,23.8723
204,"('payment', 'carts', 'catalogue')",t3.large,carts,addToCart,24.5187
204,"('payment', 'carts', 'catalogue')",t3.large,carts,delete,12.0826
204,"('payment', 'carts', 'catalogue')",t3.large,catalogue,List,0.0
204,"('payment', 'carts', 'catalogue')",t3.large,catalogue,Get,0.0
172,"('payment', 'carts', 'user')",M6.large,payment,Authorise,0
172,"('payment', 'carts', 'user')",M6.large,carts,get_cart,12.974
172,"('payment', 'carts', 'user')",M6.large,carts,merge,23.653
172,"('payment', 'carts', 'user')",M6.large,carts,addToCart,31.4792
172,"('payment', 'carts', 'user')",M6.large,carts,delete,13.574
172,"('payment', 'carts', 'user')",M6.large,user,GetUsers,0
172,"('payment', 'carts', 'user')",M6.large,user,Login,0.0
172,"('payment', 'carts', 'user')",M6.large,user,GetAddresses,0.0
265,"('payment', 'carts', 'user')",M6.xlarge,payment,Authorise,0
265,"('payment', 'carts', 'user')",M6.xlarge,carts,get_cart,11.0001
265,"('payment', 'carts', 'user')",M6.xlarge,carts,merge,23.3796
265,"('payment', 'carts', 'user')",M6.xlarge,carts,addToCart,22.5892
265,"('payment', 'carts', 'user')",M6.xlarge,carts,delete,12.1038
265,"('payment', 'carts', 'user')",M6.xlarge,user,GetUsers,0
265,"('payment', 'carts', 'user')",M6.xlarge,user,Login,0.0
265,"('payment', 'carts', 'user')",M6.xlarge,user,GetAddresses,0.0
327,"('payment', 'carts', 'user')",M6.2xlarge,payment,Authorise,0.0
327,"('payment', 'carts', 'user')",M6.2xlarge,carts,get_cart,5.626
327,"('payment', 'carts', 'user')",M6.2xlarge,carts,merge,16.5225
327,"('payment', 'carts', 'user')",M6.2xlarge,carts,addToCart,13.2953
327,"('payment', 'carts', 'user')",M6.2xlarge,carts,delete,6.0127
327,"('payment', 'carts', 'user')",M6.2xlarge,user,GetUsers,0
327,"('payment', 'carts', 'user')",M6.2xlarge,user,Login,0.0
327,"('payment', 'carts', 'user')",M6.2xlarge,user,GetAddresses,0.0
79,"('payment', 'carts', 'user')",a1.medium,payment,Authorise,0
79,"('payment', 'carts', 'user')",a1.medium,carts,get_cart,17.0994
79,"('payment', 'carts', 'user')",a1.medium,carts,merge,39.891
79,"('payment', 'carts', 'user')",a1.medium,carts,addToCart,47.903
79,"('payment', 'carts', 'user')",a1.medium,carts,delete,18.6561
79,"('payment', 'carts', 'user')",a1.medium,user,GetAddresses,0
79,"('payment', 'carts', 'user')",a1.medium,user,Login,0.0
79,"('payment', 'carts', 'user')",a1.medium,user,GetUsers,0
141,"('payment', 'carts', 'user')",a1.large,payment,Authorise,0.0
141,"('payment', 'carts', 'user')",a1.large,carts,get_cart,10.7129
141,"('payment', 'carts', 'user')",a1.large,carts,merge,21.9233
141,"('payment', 'carts', 'user')",a1.large,carts,addToCart,23.3509
141,"('payment', 'carts', 'user')",a1.large,carts,delete,11.2474
141,"('payment', 'carts', 'user')",a1.large,user,GetUsers,0
141,"('payment', 'carts', 'user')",a1.large,user,Login,0.0
141,"('payment', 'carts', 'user')",a1.large,user,GetAddresses,0.0
234,"('payment', 'carts', 'user')",a1.xlarge,payment,Authorise,0.0
234,"('payment', 'carts', 'user')",a1.xlarge,carts,get_cart,9.9568
234,"('payment', 'carts', 'user')",a1.xlarge,carts,merge,22.8261
234,"('payment', 'carts', 'user')",a1.xlarge,carts,addToCart,20.1995
234,"('payment', 'carts', 'user')",a1.xlarge,carts,delete,12.16
234,"('payment', 'carts', 'user')",a1.xlarge,user,GetUsers,0
234,"('payment', 'carts', 'user')",a1.xlarge,user,Login,0.0
234,"('payment', 'carts', 'user')",a1.xlarge,user,GetAddresses,0.0
296,"('payment', 'carts', 'user')",a1.2xlarge,payment,Authorise,0.0
296,"('payment', 'carts', 'user')",a1.2xlarge,carts,get_cart,9.5062
296,"('payment', 'carts', 'user')",a1.2xlarge,carts,merge,18.5162
296,"('payment', 'carts', 'user')",a1.2xlarge,carts,addToCart,20.9784
296,"('payment', 'carts', 'user')",a1.2xlarge,carts,delete,10.2308
296,"('payment', 'carts', 'user')",a1.2xlarge,user,GetUsers,0
296,"('payment', 'carts', 'user')",a1.2xlarge,user,Login,0
296,"('payment', 'carts', 'user')",a1.2xlarge,user,GetAddresses,0.0
17,"('payment', 'carts', 'user')",t3.micro,payment,Authorise,0
17,"('payment', 'carts', 'user')",t3.micro,carts,get_cart,11.5492
17,"('payment', 'carts', 'user')",t3.micro,carts,merge,21.414
17,"('payment', 'carts', 'user')",t3.micro,carts,addToCart,23.4763
17,"('payment', 'carts', 'user')",t3.micro,carts,delete,12.6133
17,"('payment', 'carts', 'user')",t3.micro,user,GetAddresses,0.0
17,"('payment', 'carts', 'user')",t3.micro,user,Login,0.0
17,"('payment', 'carts', 'user')",t3.micro,user,GetUsers,0
48,"('payment', 'carts', 'user')",t3.small,payment,Authorise,0
48,"('payment', 'carts', 'user')",t3.small,carts,get_cart,12.0449
48,"('payment', 'carts', 'user')",t3.small,carts,merge,27.715
48,"('payment', 'carts', 'user')",t3.small,carts,addToCart,23.8777
48,"('payment', 'carts', 'user')",t3.small,carts,delete,13.2697
48,"('payment', 'carts', 'user')",t3.small,user,GetAddresses,0.0
48,"('payment', 'carts', 'user')",t3.small,user,Login,0
48,"('payment', 'carts', 'user')",t3.small,user,GetUsers,0
176,"('payment', 'user', 'catalogue')",M6.large,payment,Authorise,0
176,"('payment', 'user', 'catalogue')",M6.large,user,GetUsers,0
176,"('payment', 'user', 'catalogue')",M6.large,user,Login,0.0
176,"('payment', 'user', 'catalogue')",M6.large,user,GetAddresses,0.0
176,"('payment', 'user', 'catalogue')",M6.large,catalogue,List,0.0
176,"('payment', 'user', 'catalogue')",M6.large,catalogue,Get,0.0
269,"('payment', 'user', 'catalogue')",M6.xlarge,payment,Authorise,0.0
269,"('payment', 'user', 'catalogue')",M6.xlarge,user,GetUsers,0
269,"('payment', 'user', 'catalogue')",M6.xlarge,user,Login,0.0
269,"('payment', 'user', 'catalogue')",M6.xlarge,user,GetAddresses,0.0
269,"('payment', 'user', 'catalogue')",M6.xlarge,catalogue,List,0.0
269,"('payment', 'user', 'catalogue')",M6.xlarge,catalogue,Get,0.0
331,"('payment', 'user', 'catalogue')",M6.2xlarge,payment,Authorise,0
331,"('payment', 'user', 'catalogue')",M6.2xlarge,user,GetUsers,0
331,"('payment', 'user', 'catalogue')",M6.2xlarge,user,Login,0.0
331,"('payment', 'user', 'catalogue')",M6.2xlarge,user,GetAddresses,0.0
331,"('payment', 'user', 'catalogue')",M6.2xlarge,catalogue,List,0.0
331,"('payment', 'user', 'catalogue')",M6.2xlarge,catalogue,Get,0.0
83,"('payment', 'user', 'catalogue')",a1.medium,payment,Authorise,0.0
83,"('payment', 'user', 'catalogue')",a1.medium,user,GetAddresses,0.0
83,"('payment', 'user', 'catalogue')",a1.medium,user,Login,0.0
83,"('payment', 'user', 'catalogue')",a1.medium,user,GetUsers,0
83,"('payment', 'user', 'catalogue')",a1.medium,catalogue,List,0
83,"('payment', 'user', 'catalogue')",a1.medium,catalogue,Get,0.0
145,"('payment', 'user', 'catalogue')",a1.large,payment,Authorise,0
145,"('payment', 'user', 'catalogue')",a1.large,user,GetUsers,0
145,"('payment', 'user', 'catalogue')",a1.large,user,Login,0.0
145,"('payment', 'user', 'catalogue')",a1.large,user,GetAddresses,0.0
145,"('payment', 'user', 'catalogue')",a1.large,catalogue,List,0.0
145,"('payment', 'user', 'catalogue')",a1.large,catalogue,Get,0
238,"('payment', 'user', 'catalogue')",a1.xlarge,payment,Authorise,0
238,"('payment', 'user', 'catalogue')",a1.xlarge,user,GetUsers,0
238,"('payment', 'user', 'catalogue')",a1.xlarge,user,Login,0.0
238,"('payment', 'user', 'catalogue')",a1.xlarge,user,GetAddresses,0.0
238,"('payment', 'user', 'catalogue')",a1.xlarge,catalogue,List,0.0
238,"('payment', 'user', 'catalogue')",a1.xlarge,catalogue,Get,0.0
21,"('payment', 'user', 'catalogue')",t3.micro,payment,Authorise,0
21,"('payment', 'user', 'catalogue')",t3.micro,user,GetUsers,0
21,"('payment', 'user', 'catalogue')",t3.micro,user,Login,0.0
21,"('payment', 'user', 'catalogue')",t3.micro,user,GetAddresses,0.0
21,"('payment', 'user', 'catalogue')",t3.micro,catalogue,List,0.0
21,"('payment', 'user', 'catalogue')",t3.micro,catalogue,Get,0.0
52,"('payment', 'user', 'catalogue')",t3.small,payment,Authorise,0.0
52,"('payment', 'user', 'catalogue')",t3.small,user,GetUsers,0
52,"('payment', 'user', 'catalogue')",t3.small,user,Login,0.0
52,"('payment', 'user', 'catalogue')",t3.small,user,GetAddresses,0.0
52,"('payment', 'user', 'catalogue')",t3.small,catalogue,List,0.0
52,"('payment', 'user', 'catalogue')",t3.small,catalogue,Get,0.0
207,"('payment', 'user', 'catalogue')",t3.large,payment,Authorise,0
207,"('payment', 'user', 'catalogue')",t3.large,user,GetAddresses,0.0
207,"('payment', 'user', 'catalogue')",t3.large,user,Login,0.0
207,"('payment', 'user', 'catalogue')",t3.large,user,GetUsers,0
207,"('payment', 'user', 'catalogue')",t3.large,catalogue,List,0
207,"('payment', 'user', 'catalogue')",t3.large,catalogue,Get,0.0
179,"('carts', 'user', 'catalogue')",M6.large,carts,get_cart,11.9234
179,"('carts', 'user', 'catalogue')",M6.large,carts,merge,28.085
179,"('carts', 'user', 'catalogue')",M6.large,carts,addToCart,30.2282
179,"('carts', 'user', 'catalogue')",M6.large,carts,delete,12.8823
179,"('carts', 'user', 'catalogue')",M6.large,user,GetAddresses,0.0
179,"('carts', 'user', 'catalogue')",M6.large,user,Login,0.0
179,"('carts', 'user', 'catalogue')",M6.large,user,GetUsers,0
179,"('carts', 'user', 'catalogue')",M6.large,catalogue,List,0.0
179,"('carts', 'user', 'catalogue')",M6.large,catalogue,Get,0.0
272,"('carts', 'user', 'catalogue')",M6.xlarge,carts,get_cart,9.8003
272,"('carts', 'user', 'catalogue')",M6.xlarge,carts,merge,17.5426
272,"('carts', 'user', 'catalogue')",M6.xlarge,carts,addToCart,21.8178
272,"('carts', 'user', 'catalogue')",M6.xlarge,carts,delete,11.8514
272,"('carts', 'user', 'catalogue')",M6.xlarge,user,GetUsers,0
272,"('carts', 'user', 'catalogue')",M6.xlarge,user,Login,0.0
272,"('carts', 'user', 'catalogue')",M6.xlarge,user,GetAddresses,0.0
272,"('carts', 'user', 'catalogue')",M6.xlarge,catalogue,List,0.0
272,"('carts', 'user', 'catalogue')",M6.xlarge,catalogue,Get,0.0
334,"('carts', 'user', 'catalogue')",M6.2xlarge,carts,get_cart,7.0644
334,"('carts', 'user', 'catalogue')",M6.2xlarge,carts,merge,14.8546
334,"('carts', 'user', 'catalogue')",M6.2xlarge,carts,addToCart,14.8545
334,"('carts', 'user', 'catalogue')",M6.2xlarge,carts,delete,6.4032
334,"('carts', 'user', 'catalogue')",M6.2xlarge,user,GetUsers,0
334,"('carts', 'user', 'catalogue')",M6.2xlarge,user,Login,0.0
334,"('carts', 'user', 'catalogue')",M6.2xlarge,user,GetAddresses,0.0
334,"('carts', 'user', 'catalogue')",M6.2xlarge,catalogue,List,0.0
334,"('carts', 'user', 'catalogue')",M6.2xlarge,catalogue,Get,0.0
148,"('carts', 'user', 'catalogue')",a1.large,carts,get_cart,12.787
148,"('carts', 'user', 'catalogue')",a1.large,carts,merge,24.3747
148,"('carts', 'user', 'catalogue')",a1.large,carts,addToCart,27.2509
148,"('carts', 'user', 'catalogue')",a1.large,carts,delete,14.0637
148,"('carts', 'user', 'catalogue')",a1.large,user,GetUsers,0
148,"('carts', 'user', 'catalogue')",a1.large,user,Login,0.0
148,"('carts', 'user', 'catalogue')",a1.large,user,GetAddresses,0.0
148,"('carts', 'user', 'catalogue')",a1.large,catalogue,List,0.0
148,"('carts', 'user', 'catalogue')",a1.large,catalogue,Get,0.0
241,"('carts', 'user', 'catalogue')",a1.xlarge,carts,get_cart,10.0851
241,"('carts', 'user', 'catalogue')",a1.xlarge,carts,merge,20.961
241,"('carts', 'user', 'catalogue')",a1.xlarge,carts,addToCart,21.5517
241,"('carts', 'user', 'catalogue')",a1.xlarge,carts,delete,11.5699
241,"('carts', 'user', 'catalogue')",a1.xlarge,user,GetUsers,0
241,"('carts', 'user', 'catalogue')",a1.xlarge,user,Login,0.0
241,"('carts', 'user', 'catalogue')",a1.xlarge,user,GetAddresses,0.0
241,"('carts', 'user', 'catalogue')",a1.xlarge,catalogue,List,0
241,"('carts', 'user', 'catalogue')",a1.xlarge,catalogue,Get,0.0
24,"('carts', 'user', 'catalogue')",t3.micro,carts,get_cart,10.4724
24,"('carts', 'user', 'catalogue')",t3.micro,carts,merge,24.724
24,"('carts', 'user', 'catalogue')",t3.micro,carts,addToCart,23.1457
24,"('carts', 'user', 'catalogue')",t3.micro,carts,delete,12.0993
24,"('carts', 'user', 'catalogue')",t3.micro,user,GetAddresses,0.0
24,"('carts', 'user', 'catalogue')",t3.micro,user,Login,0.0
24,"('carts', 'user', 'catalogue')",t3.micro,user,GetUsers,0
24,"('carts', 'user', 'catalogue')",t3.micro,catalogue,List,0.0
24,"('carts', 'user', 'catalogue')",t3.micro,catalogue,Get,0.0
55,"('carts', 'user', 'catalogue')",t3.small,carts,get_cart,10.3635
55,"('carts', 'user', 'catalogue')",t3.small,carts,merge,23.6825
55,"('carts', 'user', 'catalogue')",t3.small,carts,addToCart,22.4528
55,"('carts', 'user', 'catalogue')",t3.small,carts,delete,11.1569
55,"('carts', 'user', 'catalogue')",t3.small,user,GetUsers,0
55,"('carts', 'user', 'catalogue')",t3.small,user,Login,0.0
55,"('carts', 'user', 'catalogue')",t3.small,user,GetAddresses,0.0
55,"('carts', 'user', 'catalogue')",t3.small,catalogue,List,0
55,"('carts', 'user', 'catalogue')",t3.small,catalogue,Get,0
39,"('payment', 'user')",t3.small,payment,Authorise,0
39,"('payment', 'user')",t3.small,user,GetAddresses,0.0
39,"('payment', 'user')",t3.small,user,Login,0.0
39,"('payment', 'user')",t3.small,user,GetUsers,0
257,"('payment', 'catalogue')",M6.xlarge,payment,Authorise,0.0
257,"('payment', 'catalogue')",M6.xlarge,catalogue,List,0.0
257,"('payment', 'catalogue')",M6.xlarge,catalogue,Get,0.0
8,"('payment', 'user')",t3.micro,payment,Authorise,0.0
8,"('payment', 'user')",t3.micro,user,GetAddresses,0.0
8,"('payment', 'user')",t3.micro,user,Login,0
8,"('payment', 'user')",t3.micro,user,GetUsers,0
77,"('user', 'catalogue')",a1.medium,user,GetUsers,0
77,"('user', 'catalogue')",a1.medium,user,Login,0.0
77,"('user', 'catalogue')",a1.medium,user,GetAddresses,0.0
77,"('user', 'catalogue')",a1.medium,catalogue,List,0.0
77,"('user', 'catalogue')",a1.medium,catalogue,Get,0.0
70,"('payment', 'user')",a1.medium,payment,Authorise,0
70,"('payment', 'user')",a1.medium,user,GetAddresses,0.0
70,"('payment', 'user')",a1.medium,user,Login,0.0
70,"('payment', 'user')",a1.medium,user,GetUsers,0
323,"('orders', 'user')",M6.2xlarge,user,GetUsers,0
323,"('orders', 'user')",M6.2xlarge,user,Login,0.0
323,"('orders', 'user')",M6.2xlarge,user,GetAddresses,0.0
13,"('orders', 'user')",t3.micro,user,GetUsers,0
13,"('orders', 'user')",t3.micro,user,Login,0.0
13,"('orders', 'user')",t3.micro,user,GetAddresses,0.0
44,"('orders', 'user')",t3.small,user,GetUsers,0
44,"('orders', 'user')",t3.small,user,Login,0.0
44,"('orders', 'user')",t3.small,user,GetAddresses,0.0
137,"('orders', 'user')",a1.large,user,GetUsers,0
137,"('orders', 'user')",a1.large,user,Login,0.0
137,"('orders', 'user')",a1.large,user,GetAddresses,0.0
14,"('orders', 'catalogue')",t3.micro,catalogue,List,0.0
14,"('orders', 'catalogue')",t3.micro,catalogue,Get,0.0
45,"('orders', 'catalogue')",t3.small,catalogue,List,0.0
45,"('orders', 'catalogue')",t3.small,catalogue,Get,0.0
76,"('orders', 'catalogue')",a1.medium,catalogue,List,0.0
76,"('orders', 'catalogue')",a1.medium,catalogue,Get,0.0
138,"('orders', 'catalogue')",a1.large,catalogue,List,0.0
138,"('orders', 'catalogue')",a1.large,catalogue,Get,0.0
324,"('orders', 'catalogue')",M6.2xlarge,catalogue,List,0.0
324,"('orders', 'catalogue')",M6.2xlarge,catalogue,Get,0.0
15,"('user', 'catalogue')",t3.micro,user,GetUsers,0
15,"('user', 'catalogue')",t3.micro,user,Login,0.0
15,"('user', 'catalogue')",t3.micro,user,GetAddresses,0.0
15,"('user', 'catalogue')",t3.micro,catalogue,List,0
15,"('user', 'catalogue')",t3.micro,catalogue,Get,0.0
123,"('carts', 'orders', 'user', 'catalogue')",M6.medium,carts,get_cart,22.7162
123,"('carts', 'orders', 'user', 'catalogue')",M6.medium,carts,merge,41.069
123,"('carts', 'orders', 'user', 'catalogue')",M6.medium,carts,addToCart,55.6726
123,"('carts', 'orders', 'user', 'catalogue')",M6.medium,carts,delete,26.7534
123,"('carts', 'orders', 'user', 'catalogue')",M6.medium,user,GetUsers,0
123,"('carts', 'orders', 'user', 'catalogue')",M6.medium,user,Login,0.0
123,"('carts', 'orders', 'user', 'catalogue')",M6.medium,user,GetAddresses,0.0
123,"('carts', 'orders', 'user', 'catalogue')",M6.medium,catalogue,List,0.0
123,"('carts', 'orders', 'user', 'catalogue')",M6.medium,catalogue,Get,0.0
256,"('payment', 'user')",M6.xlarge,payment,Authorise,0
256,"('payment', 'user')",M6.xlarge,user,GetUsers,0
256,"('payment', 'user')",M6.xlarge,user,Login,0.0
256,"('payment', 'user')",M6.xlarge,user,GetAddresses,0.0
194,"('payment', 'user')",t3.large,payment,Authorise,0
194,"('payment', 'user')",t3.large,user,GetUsers,0
194,"('payment', 'user')",t3.large,user,Login,0
194,"('payment', 'user')",t3.large,user,GetAddresses,0
318,"('payment', 'user')",M6.2xlarge,payment,Authorise,0
318,"('payment', 'user')",M6.2xlarge,user,GetAddresses,0.0
318,"('payment', 'user')",M6.2xlarge,user,Login,0.0
318,"('payment', 'user')",M6.2xlarge,user,GetUsers,0
195,"('payment', 'catalogue')",t3.large,payment,Authorise,0
195,"('payment', 'catalogue')",t3.large,catalogue,List,0
195,"('payment', 'catalogue')",t3.large,catalogue,Get,0
41,"('carts', 'orders')",t3.small,carts,get_cart,13.1597
41,"('carts', 'orders')",t3.small,carts,merge,28.7038
41,"('carts', 'orders')",t3.small,carts,addToCart,26.3561
41,"('carts', 'orders')",t3.small,carts,delete,13.3309
196,"('carts', 'orders')",t3.large,carts,get_cart,22.4208
196,"('carts', 'orders')",t3.large,carts,merge,40.7637
196,"('carts', 'orders')",t3.large,carts,addToCart,43.0608
196,"('carts', 'orders')",t3.large,carts,delete,20.3541
227,"('carts', 'orders')",a1.xlarge,carts,get_cart,10.5784
227,"('carts', 'orders')",a1.xlarge,carts,merge,24.5845
227,"('carts', 'orders')",a1.xlarge,carts,addToCart,20.1209
227,"('carts', 'orders')",a1.xlarge,carts,delete,11.7507
289,"('carts', 'orders')",a1.2xlarge,carts,get_cart,10.7797
289,"('carts', 'orders')",a1.2xlarge,carts,merge,18.7604
289,"('carts', 'orders')",a1.2xlarge,carts,addToCart,21.5695
289,"('carts', 'orders')",a1.2xlarge,carts,delete,11.288
258,"('carts', 'orders')",M6.xlarge,carts,get_cart,11.521
258,"('carts', 'orders')",M6.xlarge,carts,merge,24.9802
258,"('carts', 'orders')",M6.xlarge,carts,addToCart,22.7711
258,"('carts', 'orders')",M6.xlarge,carts,delete,12.2713
320,"('carts', 'orders')",M6.2xlarge,carts,get_cart,11.9516
320,"('carts', 'orders')",M6.2xlarge,carts,merge,20.8036
320,"('carts', 'orders')",M6.2xlarge,carts,addToCart,21.8723
320,"('carts', 'orders')",M6.2xlarge,carts,delete,11.3843
325,"('user', 'catalogue')",M6.2xlarge,user,GetAddresses,0
325,"('user', 'catalogue')",M6.2xlarge,user,Login,0.0
325,"('user', 'catalogue')",M6.2xlarge,user,GetUsers,0
325,"('user', 'catalogue')",M6.2xlarge,catalogue,List,0.0
325,"('user', 'catalogue')",M6.2xlarge,catalogue,Get,0.0
40,"('payment', 'catalogue')",t3.small,payment,Authorise,0.0
40,"('payment', 'catalogue')",t3.small,catalogue,List,0.0
40,"('payment', 'catalogue')",t3.small,catalogue,Get,0.0
201,"('user', 'catalogue')",t3.large,user,GetAddresses,0.0
201,"('user', 'catalogue')",t3.large,user,Login,0.0
201,"('user', 'catalogue')",t3.large,user,GetUsers,0
201,"('user', 'catalogue')",t3.large,catalogue,List,0
201,"('user', 'catalogue')",t3.large,catalogue,Get,0.0
263,"('user', 'catalogue')",M6.xlarge,user,GetUsers,0
263,"('user', 'catalogue')",M6.xlarge,user,Login,0.0
263,"('user', 'catalogue')",M6.xlarge,user,GetAddresses,0.0
263,"('user', 'catalogue')",M6.xlarge,catalogue,List,0
263,"('user', 'catalogue')",M6.xlarge,catalogue,Get,0.0
46,"('user', 'catalogue')",t3.small,user,GetUsers,0
46,"('user', 'catalogue')",t3.small,user,Login,0
46,"('user', 'catalogue')",t3.small,user,GetAddresses,0.0
46,"('user', 'catalogue')",t3.small,catalogue,List,0
46,"('user', 'catalogue')",t3.small,catalogue,Get,0.0
102,"('payment', 'catalogue')",M6.medium,payment,Authorise,0.0
102,"('payment', 'catalogue')",M6.medium,catalogue,List,0.0
102,"('payment', 'catalogue')",M6.medium,catalogue,Get,0
108,"('user', 'catalogue')",M6.medium,user,GetUsers,0
108,"('user', 'catalogue')",M6.medium,user,Login,0.0
108,"('user', 'catalogue')",M6.medium,user,GetAddresses,0.0
108,"('user', 'catalogue')",M6.medium,catalogue,List,0.0
108,"('user', 'catalogue')",M6.medium,catalogue,Get,0.0
226,"('payment', 'catalogue')",a1.xlarge,payment,Authorise,0.0
226,"('payment', 'catalogue')",a1.xlarge,catalogue,List,0.0
226,"('payment', 'catalogue')",a1.xlarge,catalogue,Get,0.0
32,"('payment',)",t3.small,payment,Authorise,0.0
36,"('catalogue',)",t3.small,catalogue,List,0
36,"('catalogue',)",t3.small,catalogue,Get,0.0
300,"('payment', 'user', 'catalogue')",a1.2xlarge,payment,Authorise,0
300,"('payment', 'user', 'catalogue')",a1.2xlarge,user,GetUsers,0
300,"('payment', 'user', 'catalogue')",a1.2xlarge,user,Login,0.0
300,"('payment', 'user', 'catalogue')",a1.2xlarge,user,GetAddresses,0.0
300,"('payment', 'user', 'catalogue')",a1.2xlarge,catalogue,List,0
300,"('payment', 'user', 'catalogue')",a1.2xlarge,catalogue,Get,0.0
232,"('user', 'catalogue')",a1.xlarge,user,GetAddresses,0.0
232,"('user', 'catalogue')",a1.xlarge,user,Login,0.0
232,"('user', 'catalogue')",a1.xlarge,user,GetUsers,0
232,"('user', 'catalogue')",a1.xlarge,catalogue,List,0
232,"('user', 'catalogue')",a1.xlarge,catalogue,Get,0
133,"('payment', 'catalogue')",a1.large,payment,Authorise,0
133,"('payment', 'catalogue')",a1.large,catalogue,List,0
133,"('payment', 'catalogue')",a1.large,catalogue,Get,0
173,"('payment', 'carts', 'catalogue')",M6.large,payment,Authorise,0.0
173,"('payment', 'carts', 'catalogue')",M6.large,carts,get_cart,10.5725
173,"('payment', 'carts', 'catalogue')",M6.large,carts,merge,24.1571
173,"('payment', 'carts', 'catalogue')",M6.large,carts,addToCart,30
173,"('payment', 'carts', 'catalogue')",M6.large,carts,delete,14.1568
173,"('payment', 'carts', 'catalogue')",M6.large,catalogue,List,0.0
173,"('payment', 'carts', 'catalogue')",M6.large,catalogue,Get,0.0
266,"('payment', 'carts', 'catalogue')",M6.xlarge,payment,Authorise,0
266,"('payment', 'carts', 'catalogue')",M6.xlarge,carts,get_cart,9.6464
266,"('payment', 'carts', 'catalogue')",M6.xlarge,carts,merge,22.9897
266,"('payment', 'carts', 'catalogue')",M6.xlarge,carts,addToCart,23.9802
266,"('payment', 'carts', 'catalogue')",M6.xlarge,carts,delete,11.4884
266,"('payment', 'carts', 'catalogue')",M6.xlarge,catalogue,List,0.0
266,"('payment', 'carts', 'catalogue')",M6.xlarge,catalogue,Get,0.0
110,"('payment', 'carts', 'user')",M6.medium,payment,Authorise,0.0
110,"('payment', 'carts', 'user')",M6.medium,carts,get_cart,15.6781
110,"('payment', 'carts', 'user')",M6.medium,carts,merge,35.7602
110,"('payment', 'carts', 'user')",M6.medium,carts,addToCart,38.7818
110,"('payment', 'carts', 'user')",M6.medium,carts,delete,18.1081
