,0,0.0
156.23999999999998,1,20.0,"set(['geo', 'frontend'])",VM3_50p,set(['profile']),VM1_50p,set(['search']),VM1_50p,set(['user']),VM2_50p,set(['reservation']),VM1_50p,set(['recommendation']),VM1_50p,set([u'rate']),VM1_50p
110.16,2,40.0,"set(['search', 'geo'])",VM1_50p,"set(['profile', 'recommendation'])",VM1_50p,set(['reservation']),VM1_50p,set(['rate']),VM1_50p,"set([u'frontend', u'user'])",VM3_50p
91.8,3,60.0,"set(['search', 'recommendation'])",VM1_50p,"set(['reservation', 'rate'])",VM1_50p,"set(['profile', 'geo'])",VM1_50p,"set([u'frontend', u'user'])",VM3_50p
