exp_id,index,service_combination,vm_type,service_name,API_name,performance_value(ms)
16391,1,"('url-shorten-service',)",a1.large,url-shorten-service,UploadUrls,0.6491
16391,2,"('url-shorten-service',)",a1.large,url-shorten-service,UploadUrls,0.3373
16388,0,"('media-service',)",a1.large,media-service,UploadMedia,12.866
16388,1,"('media-service',)",a1.large,media-service,UploadMedia,11.3406
16388,2,"('media-service',)",a1.large,media-service,UploadMedia,12.7815
16390,0,"('unique-id-service',)",a1.large,unique-id-service,UploadUniqueId,11.8633
16390,1,"('unique-id-service',)",a1.large,unique-id-service,UploadUniqueId,12.0311
16390,2,"('unique-id-service',)",a1.large,unique-id-service,UploadUniqueId,13.0523
16387,0,"('home-timeline-service',)",a1.large,home-timeline-service,ReadHomeTimeline,27.5792
16387,1,"('home-timeline-service',)",a1.large,home-timeline-service,ReadHomeTimeline,26.1264
16387,2,"('home-timeline-service',)",a1.large,home-timeline-service,ReadHomeTimeline,24.4369
16383,0,"('compose-post-service',)",a1.large,compose-post-service,UploadUserMentions,7.814
16383,0,"('compose-post-service',)",a1.large,compose-post-service,UploadUrls,9.6572
16383,0,"('compose-post-service',)",a1.large,compose-post-service,UploadUniqueId,11.7179
16383,0,"('compose-post-service',)",a1.large,compose-post-service,UploadCreator,10.527
16383,0,"('compose-post-service',)",a1.large,compose-post-service,UploadText,7.4161
16383,0,"('compose-post-service',)",a1.large,compose-post-service,UploadMedia,11.4908
16383,1,"('compose-post-service',)",a1.large,compose-post-service,UploadUserMentions,8.502
16383,1,"('compose-post-service',)",a1.large,compose-post-service,UploadUrls,12.1497
16383,1,"('compose-post-service',)",a1.large,compose-post-service,UploadUniqueId,12.5394
16383,1,"('compose-post-service',)",a1.large,compose-post-service,UploadCreator,11.9988
16383,1,"('compose-post-service',)",a1.large,compose-post-service,UploadText,8.9802
16383,1,"('compose-post-service',)",a1.large,compose-post-service,UploadMedia,13.029
16383,2,"('compose-post-service',)",a1.large,compose-post-service,UploadUserMentions,8.2678
16383,2,"('compose-post-service',)",a1.large,compose-post-service,UploadUrls,10.9512
16383,2,"('compose-post-service',)",a1.large,compose-post-service,UploadUniqueId,13.1145
16383,2,"('compose-post-service',)",a1.large,compose-post-service,UploadCreator,13.1708
16383,2,"('compose-post-service',)",a1.large,compose-post-service,UploadText,8.0171
16383,2,"('compose-post-service',)",a1.large,compose-post-service,UploadMedia,12.8991
16384,0,"('post-storage-service',)",a1.large,post-storage-service,StorePost,0.2205
16384,1,"('post-storage-service',)",a1.large,post-storage-service,StorePost,0.186
16384,2,"('post-storage-service',)",a1.large,post-storage-service,StorePost,0.2412
16381,1,"('user-service',)",a1.large,user-service,UploadUserWithUserId,0.2171
16381,2,"('user-service',)",a1.large,user-service,UploadUserWithUserId,0.2062
16392,0,"('user-mention-service',)",a1.large,user-mention-service,UploadUserMentions,12.3842
16392,1,"('user-mention-service',)",a1.large,user-mention-service,UploadUserMentions,10.5621
16392,2,"('user-mention-service',)",a1.large,user-mention-service,UploadUserMentions,11.8062
20486,1,"('url-shorten-service',)",M6.large,url-shorten-service,UploadUrls,0.3582
20486,2,"('url-shorten-service',)",M6.large,url-shorten-service,UploadUrls,0.3683
20483,0,"('media-service',)",M6.large,media-service,UploadMedia,9.7114
20483,1,"('media-service',)",M6.large,media-service,UploadMedia,12.2712
20483,2,"('media-service',)",M6.large,media-service,UploadMedia,9.504
20485,0,"('unique-id-service',)",M6.large,unique-id-service,UploadUniqueId,13.4114
20485,1,"('unique-id-service',)",M6.large,unique-id-service,UploadUniqueId,14.6154
20485,2,"('unique-id-service',)",M6.large,unique-id-service,UploadUniqueId,12.3291
20478,0,"('compose-post-service',)",M6.large,compose-post-service,UploadUserMentions,11.5525
20478,0,"('compose-post-service',)",M6.large,compose-post-service,UploadUrls,11.5456
20478,0,"('compose-post-service',)",M6.large,compose-post-service,UploadUniqueId,12.7524
20478,0,"('compose-post-service',)",M6.large,compose-post-service,UploadCreator,14.191
20478,0,"('compose-post-service',)",M6.large,compose-post-service,UploadText,9.4902
20478,0,"('compose-post-service',)",M6.large,compose-post-service,UploadMedia,13.3167
20478,1,"('compose-post-service',)",M6.large,compose-post-service,UploadUserMentions,10.7228
20478,1,"('compose-post-service',)",M6.large,compose-post-service,UploadUrls,11.7954
20478,1,"('compose-post-service',)",M6.large,compose-post-service,UploadUniqueId,12.341
20478,1,"('compose-post-service',)",M6.large,compose-post-service,UploadCreator,12.4181
20478,1,"('compose-post-service',)",M6.large,compose-post-service,UploadText,8.0144
20478,1,"('compose-post-service',)",M6.large,compose-post-service,UploadMedia,13.0955
20478,2,"('compose-post-service',)",M6.large,compose-post-service,UploadUserMentions,10.2374
20478,2,"('compose-post-service',)",M6.large,compose-post-service,UploadUrls,11.4532
20478,2,"('compose-post-service',)",M6.large,compose-post-service,UploadUniqueId,14.1706
20478,2,"('compose-post-service',)",M6.large,compose-post-service,UploadCreator,12.6005
20478,2,"('compose-post-service',)",M6.large,compose-post-service,UploadText,7.2804
20478,2,"('compose-post-service',)",M6.large,compose-post-service,UploadMedia,13.068
20479,0,"('post-storage-service',)",M6.large,post-storage-service,StorePost,0.1865
20479,1,"('post-storage-service',)",M6.large,post-storage-service,StorePost,0.1832
20479,2,"('post-storage-service',)",M6.large,post-storage-service,StorePost,0.1923
20476,1,"('user-service',)",M6.large,user-service,UploadUserWithUserId,0.2024
20476,2,"('user-service',)",M6.large,user-service,UploadUserWithUserId,0.168

24581,1,"('url-shorten-service',)",t3.large,url-shorten-service,UploadUrls,1.28
24581,2,"('url-shorten-service',)",t3.large,url-shorten-service,UploadUrls,1.1414
24580,1,"('unique-id-service',)",t3.large,unique-id-service,UploadUniqueId,15.8405
24580,2,"('unique-id-service',)",t3.large,unique-id-service,UploadUniqueId,12.501
24573,0,"('compose-post-service',)",t3.large,compose-post-service,UploadUniqueId,11.4566
24573,0,"('compose-post-service',)",t3.large,compose-post-service,UploadUserMentions,8.7155
24573,0,"('compose-post-service',)",t3.large,compose-post-service,UploadUrls,10.4138
24573,0,"('compose-post-service',)",t3.large,compose-post-service,UploadText,7.8015
24573,0,"('compose-post-service',)",t3.large,compose-post-service,UploadMedia,11.1481
24573,1,"('compose-post-service',)",t3.large,compose-post-service,UploadUrls,8.8795
24573,1,"('compose-post-service',)",t3.large,compose-post-service,UploadUniqueId,7.4924
24573,1,"('compose-post-service',)",t3.large,compose-post-service,UploadText,7.448
24573,1,"('compose-post-service',)",t3.large,compose-post-service,UploadMedia,8.2464
24573,1,"('compose-post-service',)",t3.large,compose-post-service,UploadUserMentions,4.8068
24573,2,"('compose-post-service',)",t3.large,compose-post-service,UploadUniqueId,9.8134
24573,2,"('compose-post-service',)",t3.large,compose-post-service,UploadUserMentions,9.2519
24573,2,"('compose-post-service',)",t3.large,compose-post-service,UploadUrls,9.5517
24573,2,"('compose-post-service',)",t3.large,compose-post-service,UploadText,7.4467
24573,2,"('compose-post-service',)",t3.large,compose-post-service,UploadMedia,10.6373
24574,0,"('post-storage-service',)",t3.large,post-storage-service,StorePost,0.116
24574,1,"('post-storage-service',)",t3.large,post-storage-service,StorePost,0.1797
24574,2,"('post-storage-service',)",t3.large,post-storage-service,StorePost,0.1716
24571,1,"('user-service',)",t3.large,user-service,UploadUserWithUserId,0.1487
24571,2,"('user-service',)",t3.large,user-service,UploadUserWithUserId,0.15
28676,1,"('url-shorten-service',)",a1.xlarge,url-shorten-service,UploadUrls,1.337
28676,2,"('url-shorten-service',)",a1.xlarge,url-shorten-service,UploadUrls,0.346

28673,2,"('media-service',)",a1.xlarge,media-service,UploadMedia,23.701
28675,1,"('unique-id-service',)",a1.xlarge,unique-id-service,UploadUniqueId,12.3991
28668,0,"('compose-post-service',)",a1.xlarge,compose-post-service,UploadUserMentions,10.2124
28668,0,"('compose-post-service',)",a1.xlarge,compose-post-service,UploadUrls,11.9019
28668,0,"('compose-post-service',)",a1.xlarge,compose-post-service,UploadUniqueId,14.7889
28668,0,"('compose-post-service',)",a1.xlarge,compose-post-service,UploadCreator,12.932
28668,0,"('compose-post-service',)",a1.xlarge,compose-post-service,UploadText,8.6264
28668,0,"('compose-post-service',)",a1.xlarge,compose-post-service,UploadMedia,15.2216
28668,1,"('compose-post-service',)",a1.xlarge,compose-post-service,UploadUserMentions,9.3622
28668,1,"('compose-post-service',)",a1.xlarge,compose-post-service,UploadUrls,11.0015
28668,1,"('compose-post-service',)",a1.xlarge,compose-post-service,UploadUniqueId,12.8194
28668,1,"('compose-post-service',)",a1.xlarge,compose-post-service,UploadCreator,11.2282
28668,1,"('compose-post-service',)",a1.xlarge,compose-post-service,UploadText,7.9822
28668,1,"('compose-post-service',)",a1.xlarge,compose-post-service,UploadMedia,14.0519
28668,2,"('compose-post-service',)",a1.xlarge,compose-post-service,UploadUserMentions,9.0517
